FswTime(sec),CurrentYear(year),CurrentMonth(month),CurrentDay(day),CurrentHour(hour),CurrentMinute(min),CurrentSecond(sec),Latitude(rad),Longitude(rad),Altitude(m),RawPrimaryGenericPointData[0](),RawPrimaryGenericPointData[1](),RawPrimaryGenericPointData[2](),RawSecondaryGenericPointData[0](),RawSecondaryGenericPointData[1](),RawSecondaryGenericPointData[2](),Q_B_I[0](1),Q_B_I[1](1),Q_B_I[2](1),Q_B_I[3](1),Q_E_I[0](1),Q_E_I[1](1),Q_E_I[2](1),Q_E_I[3](1),SensedPos_I__GPS[0](m),SensedPos_I__GPS[1](m),SensedPos_I__GPS[2](m),SensedVel_I__GPS[0](m/sec),SensedVel_I__GPS[1](m/sec),SensedVel_I__GPS[2](m/sec),AttitudeError[0](rad),AttitudeError[1](rad),AttitudeError[2](rad),AngVel_B_I[0](rad/sec),AngVel_B_I[1](rad/sec),AngVel_B_I[2](rad/sec),AngVelMag_B_I(rad/sec),LastNewWheelTime__RWA_A(sec),LastNewWheelTime__RWA_B(sec),LastNewWheelTime__RWA_C(sec),SensedWheelSpeed__RWA_A(rad/sec),SensedWheelSpeed__RWA_B(rad/sec),SensedWheelSpeed__RWA_C(rad/sec),WheelCmd__RWA_A(N*m),WheelCmd__RWA_B(N*m),WheelCmd__RWA_C(N*m),DesiredWheelCommand[0](N*m),DesiredWheelCommand[1](N*m),DesiredWheelCommand[2](N*m),WheelSpeedReceived__RWA_A(1),WheelSpeedReceived__RWA_B(1),WheelSpeedReceived__RWA_C(1),WheelTorqueReceived__RWA_A(1),WheelTorqueReceived__RWA_B(1),WheelTorqueReceived__RWA_C(1),TotalTorqueRodCommand[0](A*m^2),TotalTorqueRodCommand[1](A*m^2),TotalTorqueRodCommand[2](A*m^2),Pos_I[0](m),Pos_I[1](m),Pos_I[2](m),Vel_I[0](m/sec),Vel_I[1](m/sec),Vel_I[2](m/sec),ExtrapolatedPos_I[0](m),ExtrapolatedPos_I[1](m),ExtrapolatedPos_I[2](m),ExtrapolatedVel_I[0](m/sec),ExtrapolatedVel_I[1](m/sec),ExtrapolatedVel_I[2](m/sec),SemiMajorAxis(m),Eccentricity(1),Inclination(deg),Raan(deg),ArgPerigee(deg),TrueAnomaly(deg),Mode(),TrackerValid__ST(),GpsTime__GPS(sec),GpsSeconds__GPS(msec),GpsWeek__GPS(),StateOfCharge__BAT(A*hr),PercentSoC__BAT(1),DepthOfDischarge__BAT(1),IncomingCharge__BAT(W),InEclipse(),TotalLoad__BAT(W),IMUAccMag__IMU(m/sec^2),IMUAccUnit__IMU[0](1),IMUAccUnit__IMU[1](1),IMUAccUnit__IMU[2](1),IMURate_B__IMU[0](rad/sec),IMURate_B__IMU[1](rad/sec),IMURate_B__IMU[2](rad/sec),IMURateMag__IMU(rad/sec),IMURateValid__IMU(),LastNewAccTime__IMU(sec),LastNewTrackerTime__ST(sec),TrackerRateMag__ST(rad/sec),TrackerQ_J_ST__ST[0](1),TrackerQ_J_ST__ST[1](1),TrackerQ_J_ST__ST[2](1),TrackerQ_J_ST__ST[3](1),BField_B__TAM[0](T),BField_B__TAM[1](T),BField_B__TAM[2](T),BField_MAG__TAM[0](T),BField_MAG__TAM[1](T),BField_MAG__TAM[2](T),LastNewMagTime__TAM(sec),SunBetaAngle(rad),SunUnit_B[0](1),SunUnit_B[1](1),SunUnit_B[2](1),SunSensorIsGood__MX_SN07_32(),SunSensorIsGood__MXPYPZ_SN07_29(),SunSensorIsGood__MXMYPZ_SN07_29(),SunSensorIsGood__MXMYMZ_SN07_30(),SunSensorIsGood__MXPYMZ_SN07_21(),SunSensorIsGood__PX_SN07_25(),SunSensorIsGood__MXPYPZ_SN07_34(),SunSensorIsGood__PXMYPZ_SN07_33(),SunSensorIsGood__PXMYMZ_SN07_22(),SunSensorIsGood__PXPYMZ_SN07_28(),TrackerDataIsGood__ST(),TrackerRateIsGood__ST(),MagDataIsGood__TAM(),LastNewGpsTime__GPS(sec),AngleToPrimaryTarget(rad),Variant,Run_Batch,date_loaded,date_created,UTC,Longitude(deg),Latitude(deg),TimeDelay,AttackIntensity,Scenario,Run_Batch_Variant,result_label
74,2025,1,0,12,46,29,-0.0720992,1.16614,899976,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.61255,-0.523279,-0.584871,0.0942703,0.832254,-0.000670496,0.00101273,-0.554394,7257610.0,-66257.8,-541916.0,-555.482,-1032.61,-7306.94,0.00109517,0.00167521,-0.000241164,0.00400436,0.00492643,0.00259188,0.0068573,74,74,74,-14.9307,-10.8942,-9.67876,-0.00425215,-0.00410898,-0.000676441,0.00426275,0.0041078,0.000662311,0,0,0,0,0,0,-0.0014984,-0.00217461,0.000281393,7257610.0,-66270.0,-541924.0,-555.013,-1032.59,-7306.9,7257610.0,-66257.8,-541916.0,-555.482,-1032.61,-7306.94,7277860.0,3.54741e-05,98.0375,-179.919,8.73153,175.581,8,1,1419770789,305189,2347,522061,0.804309,0.195691,370.92,1.0,0.0,0.0,0.0,0.0,0.0,0.00400436,0.00492643,0.00259188,0.0068573,1.0,0.0,74.0,0.00743456,0.83724,0.482716,0.127754,0.222919,1.28127e-05,-1.0706e-05,-1.45093e-05,1.28127e-05,1.0706e-05,1.45093e-05,74.0,-0.991146,-0.837385,-0.000799922,-0.546613,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,74.0,0.00200143,1_180.0_50,Firesat_Attack_RWC,2025-08-29 00:54:36.823,2025-08-29 00:54:36.698,2069-12-25 12:46:11,66.81490032138582,-4.130979866269625,180.0,50.0,attack_rwc,Firesat_Attack_RWC_1_180.0_50,baseline
75,2025,1,0,12,46,30,-0.0731058,1.16592,899977,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.614838,-0.523162,-0.582449,0.0950214,0.832274,-0.000670459,0.00101275,-0.554363,7257050.0,-67301.7,-549241.0,-563.313,-1032.69,-7306.29,0.00105579,0.00161089,8.34423e-05,0.00399463,0.00493115,0.00261323,0.00686311,75,75,75,-14.8961,-10.904,-9.7597,-0.00349454,-0.00370439,-0.000890003,0.0035054,0.00370319,0.000875674,0,0,0,0,0,0,-0.00152487,-0.0022126,0.000289976,7257050.0,-67297.9,-549229.0,-562.512,-1032.48,-7306.33,7257050.0,-67301.7,-549241.0,-563.313,-1032.69,-7306.29,7277830.0,3.9204e-05,98.0373,-179.919,8.54495,175.826,8,1,1419770790,305190,2347,522092,0.804357,0.195643,369.745,1.0,0.0,0.0,0.0,0.0,0.0,0.00399463,0.00493115,0.00261323,0.00686311,1.0,0.0,75.0,0.0068356,0.837725,0.483051,0.124457,0.222236,1.28601e-05,-1.07563e-05,-1.44479e-05,1.28601e-05,1.07563e-05,1.44479e-05,75.0,-0.991149,-0.834734,-0.000510977,-0.550654,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,75.0,0.00192605,1_180.0_50,Firesat_Attack_RWC,2025-08-29 00:54:36.823,2025-08-29 00:54:36.698,2069-12-25 12:46:12,66.80229524989295,-4.188653797927493,180.0,50.0,attack_rwc,Firesat_Attack_RWC_1_180.0_50,baseline
76,2025,1,0,12,46,31,-0.0741133,1.16571,899977,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.61712,-0.52282,-0.580272,0.0954302,0.832294,-0.000670422,0.00101278,-0.554333,7256480.0,-68354.8,-556545.0,-570.897,-1032.27,-7305.88,0.000822958,0.00154109,-0.000571077,0.00399364,0.00494193,0.00263225,0.00687755,76,76,76,-14.894,-10.9274,-9.83202,-0.00282309,-0.00364374,0.00072403,0.00283421,0.00364251,-0.000738578,0,0,0,0,0,0,-0.00155148,-0.00225063,0.000298699,7256480.0,-68335.0,-556541.0,-570.017,-1032.45,-7305.8,7256480.0,-68354.8,-556545.0,-570.897,-1032.27,-7305.88,7277920.0,2.73544e-05,98.0375,-179.919,12.48,171.949,8,1,1419770791,305191,2347,522123,0.804404,0.195596,368.558,1.0,0.0,0.0,0.0,0.0,0.0,0.00399364,0.00494193,0.00263225,0.00687755,1.0,0.0,76.0,0.00639719,0.838345,0.483005,0.121365,0.221705,1.29071e-05,-1.08069e-05,-1.43862e-05,1.29071e-05,1.08069e-05,1.43862e-05,76.0,-0.991146,-0.832059,-0.000931371,-0.554687,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,76.0,0.00174706,1_180.0_50,Firesat_Attack_RWC,2025-08-29 00:54:36.823,2025-08-29 00:54:36.698,2069-12-25 12:46:13,66.7902631361952,-4.246379295786924,180.0,50.0,attack_rwc,Firesat_Attack_RWC_1_180.0_50,baseline
77,2025,1,0,12,46,32,-0.0751203,1.16549,899974,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.61973,-0.522566,-0.577645,0.0958399,0.832314,-0.000670385,0.0010128,-0.554303,7255890.0,-69362.4,-563844.0,-578.038,-1032.57,-7305.27,0.000901466,0.0024201,-0.000752173,0.00400132,0.00495341,0.00267108,0.00690517,77,77,77,-14.9238,-10.9522,-9.97774,-0.00273526,-0.00593515,0.00112951,0.00274666,0.00593391,-0.00114429,0,0,0,0,0,0,-0.0015784,-0.00228823,0.000307119,7255900.0,-69374.1,-563848.0,-577.542,-1032.42,-7305.23,7255890.0,-69362.4,-563844.0,-578.038,-1032.57,-7305.27,7277940.0,2.291e-05,98.0379,-179.919,7.75755,176.73,8,1,1419770792,305192,2347,522153,0.804451,0.195549,367.361,1.0,0.0,0.0,0.0,0.0,0.0,0.00400132,0.00495341,0.00267108,0.00690517,1.0,0.0,77.0,0.00746865,0.838977,0.483033,0.117716,0.221224,1.29539e-05,-1.08579e-05,-1.43239e-05,1.29539e-05,1.08579e-05,1.43239e-05,77.0,-0.99114,-0.828833,-0.0011274,-0.559495,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,77.0,0.00258254,1_180.0_50,Firesat_Attack_RWC,2025-08-29 00:54:36.823,2025-08-29 00:54:36.698,2069-12-25 12:46:14,66.77765806470231,-4.304076145756598,180.0,50.0,attack_rwc,Firesat_Attack_RWC_1_180.0_50,baseline
78,2025,1,0,12,46,33,-0.0761267,1.16528,899969,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.622093,-0.522436,-0.575013,0.0970661,0.832335,-0.000670348,0.00101283,-0.554272,7255320.0,-70401.7,-571138.0,-585.811,-1032.48,-7304.43,0.00149458,0.00219704,0.000232338,0.0040102,0.00492412,0.00271528,0.00690662,78,78,78,-14.9581,-10.8865,-10.1434,-0.00376387,-0.00486802,-0.000942489,0.00377551,0.00486677,0.00092757,0,0,0,0,0,0,-0.00160546,-0.00232558,0.000315578,7255320.0,-70401.5,-571149.0,-585.079,-1032.32,-7304.62,7255320.0,-70401.7,-571138.0,-585.811,-1032.48,-7304.43,7277890.0,3.03439e-05,98.0376,-179.919,-3.59764,-171.857,8,1,1419770793,305193,2347,522184,0.804499,0.195501,366.156,1.0,0.0,0.0,0.0,0.0,0.0,0.0040102,0.00492412,0.00271528,0.00690662,1.0,0.0,78.0,0.00749072,0.839402,0.483629,0.114205,0.220145,1.29998e-05,-1.09096e-05,-1.42614e-05,1.29998e-05,1.09096e-05,1.42614e-05,78.0,-0.991144,-0.826206,-0.000648539,-0.563368,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,78.0,0.00265721,1_180.0_50,Firesat_Attack_RWC,2025-08-29 00:54:36.823,2025-08-29 00:54:36.698,2069-12-25 12:46:15,66.76562595100458,-4.361738618258564,180.0,50.0,attack_rwc,Firesat_Attack_RWC_1_180.0_50,baseline
79,2025,1,0,12,46,34,-0.0771328,1.16506,899971,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.624221,-0.522161,-0.572884,0.0974617,0.832355,-0.000670311,0.00101285,-0.554242,7254740.0,-71427.4,-578453.0,-593.156,-1032.24,-7304.14,0.000947414,0.00192014,-0.000501074,0.00400719,0.00491408,0.00273549,0.0069057,79,79,79,-14.9484,-10.8635,-10.2202,-0.00202542,-0.00404542,0.00109694,0.00203729,0.00404414,-0.00111203,0,0,0,0,0,0,-0.00163267,-0.00236308,0.000324358,7254730.0,-71433.1,-578449.0,-592.561,-1032.24,-7303.99,7254740.0,-71427.4,-578453.0,-593.155,-1032.24,-7304.14,7277830.0,3.81816e-05,98.0376,-179.919,0.580282,-175.976,8,1,1419770794,305194,2347,522214,0.804545,0.195455,364.948,1.0,0.0,0.0,0.0,0.0,0.0,0.00400719,0.00491408,0.00273549,0.0069057,1.0,0.0,79.0,0.0060976,0.839925,0.483631,0.111241,0.219664,1.30448e-05,-1.09617e-05,-1.41987e-05,1.30448e-05,1.09617e-05,1.41987e-05,79.0,-0.991144,-0.82359,-0.000949562,-0.567185,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,79.0,0.00214116,1_180.0_50,Firesat_Attack_RWC,2025-08-29 00:54:36.823,2025-08-29 00:54:36.698,2069-12-25 12:46:16,66.7530208795117,-4.419383902026676,180.0,50.0,attack_rwc,Firesat_Attack_RWC_1_180.0_50,baseline
80,2025,1,0,12,46,35,-0.07814,1.16484,899973,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.62658,-0.521824,-0.570466,0.0983112,0.832375,-0.000670274,0.00101288,-0.554212,7254130.0,-72457.1,-585767.0,-600.912,-1032.13,-7303.4,0.00127574,0.0017767,-0.000529047,0.00402432,0.00491901,0.00277974,0.00693677,80,80,80,-15.0132,-10.8738,-10.3861,-0.00271745,-0.00371705,0.00105525,0.0027296,0.00371575,-0.00107056,0,0,0,0,0,0,-0.00166002,-0.0024,0.000332908,7254140.0,-72462.1,-585756.0,-600.05,-1032.14,-7303.41,7254130.0,-72457.1,-585766.0,-600.912,-1032.13,-7303.4,7277870.0,3.3264e-05,98.0374,-179.919,3.60237,-178.94,8,1,1419770795,305195,2347,522245,0.804592,0.195408,363.732,1.0,0.0,0.0,0.0,0.0,0.0,0.00402432,0.00491901,0.00277974,0.00693677,1.0,0.0,80.0,0.00699903,0.840471,0.483842,0.107907,0.218774,1.30893e-05,-1.10143e-05,-1.41356e-05,1.30893e-05,1.10143e-05,1.41356e-05,80.0,-0.991148,-0.820879,-0.0011622,-0.571101,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,80.0,0.00218728,1_180.0_50,Firesat_Attack_RWC,2025-08-29 00:54:36.823,2025-08-29 00:54:36.698,2069-12-25 12:46:17,66.74041580801882,-4.477092211152253,180.0,50.0,attack_rwc,Firesat_Attack_RWC_1_180.0_50,baseline
81,2025,1,0,12,46,36,-0.0791474,1.16463,899970,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.628636,-0.521844,-0.568038,0.0991371,0.832395,-0.000670237,0.0010129,-0.554181,7253540.0,-73487.8,-593067.0,-608.217,-1032.15,-7302.73,0.00079548,0.00139377,-0.000146689,0.00403375,0.00492943,0.00282424,0.00696755,81,81,81,-15.0495,-10.8964,-10.5529,-0.00155064,-0.00330923,0.000252683,0.00156309,0.00330793,-0.000268205,0,0,0,0,0,0,-0.00168763,-0.00243662,0.000341379,7253530.0,-73491.5,-593064.0,-607.574,-1032.05,-7302.84,7253540.0,-73487.8,-593067.0,-608.217,-1032.15,-7302.73,7277920.0,2.51184e-05,98.0372,-179.919,-1.9595,-173.32,8,1,1419770796,305196,2347,522275,0.804639,0.195361,362.505,1.0,0.0,0.0,0.0,0.0,0.0,0.00403375,0.00492943,0.00282424,0.00696755,1.0,0.0,81.0,0.00657413,0.840762,0.484332,0.104739,0.218109,1.31332e-05,-1.10677e-05,-1.4072e-05,1.31332e-05,1.10677e-05,1.4072e-05,81.0,-0.991151,-0.818286,-0.00057689,-0.574811,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,81.0,0.0016048,1_180.0_50,Firesat_Attack_RWC,2025-08-29 00:54:36.823,2025-08-29 00:54:36.698,2069-12-25 12:46:18,66.72838369432107,-4.534811979433732,180.0,50.0,attack_rwc,Firesat_Attack_RWC_1_180.0_50,baseline
82,2025,1,0,12,46,37,-0.0801542,1.16441,899972,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.631056,-0.521364,-0.565702,0.0996415,0.832415,-0.0006702,0.00101292,-0.554151,7252920.0,-74528.3,-600365.0,-615.896,-1032.07,-7301.9,0.00092476,0.00154869,-0.000948044,0.00405701,0.00494772,0.00285966,0.00700835,82,82,82,-15.137,-10.9364,-10.686,-0.00210377,-0.00392932,0.00187015,0.00211653,0.00392797,-0.00188592,0,0,0,0,0,0,-0.00171556,-0.00247296,0.00034972,7252920.0,-74522.8,-600367.0,-615.055,-1031.96,-7302.23,7252920.0,-74528.3,-600365.0,-615.896,-1032.07,-7301.9,7277940.0,2.37277e-05,98.0372,-179.919,3.74462,-178.966,8,1,1419770797,305197,2347,522305,0.804685,0.195315,361.265,1.0,0.0,0.0,0.0,0.0,0.0,0.00405701,0.00494772,0.00285966,0.00700835,1.0,0.0,82.0,0.00686997,0.841405,0.484228,0.101437,0.217421,1.31766e-05,-1.11219e-05,-1.40076e-05,1.31766e-05,1.11219e-05,1.40076e-05,82.0,-0.991151,-0.815366,-0.00130823,-0.578945,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,82.0,0.00180378,1_180.0_50,Firesat_Attack_RWC,2025-08-29 00:54:36.823,2025-08-29 00:54:36.698,2069-12-25 12:46:19,66.71577862282818,-4.592497370247503,180.0,50.0,attack_rwc,Firesat_Attack_RWC_1_180.0_50,baseline
83,2025,1,0,12,46,38,-0.0811605,1.1642,899968,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.633415,-0.521218,-0.563032,0.100556,0.832436,-0.000670163,0.00101295,-0.554121,7252280.0,-75576.7,-607645.0,-623.245,-1032.1,-7301.59,0.00109124,0.00169137,-0.000529443,0.00407443,0.00495426,0.00291487,0.00704572,83,83,83,-15.2028,-10.9503,-10.8926,-0.00278568,-0.00434547,0.000511915,0.00279877,0.00434412,-0.000527907,0,0,0,0,0,0,-0.00174386,-0.00250954,0.000358344,7252300.0,-75559.7,-607665.0,-622.585,-1031.92,-7301.57,7252280.0,-75576.7,-607645.0,-623.245,-1032.1,-7301.59,7277880.0,3.06484e-05,98.0375,-179.919,-5.35491,-169.808,8,1,1419770798,305198,2347,522335,0.804732,0.195268,360.014,1.0,0.0,0.0,0.0,0.0,0.0,0.00407443,0.00495426,0.00291487,0.00704572,1.0,0.0,83.0,0.00736207,0.841805,0.484633,0.0978971,0.216588,1.32194e-05,-1.1177e-05,-1.39425e-05,1.32194e-05,1.1177e-05,1.39425e-05,83.0,-0.991146,-0.812432,-0.0010659,-0.583055,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,83.0,0.00201284,1_180.0_50,Firesat_Attack_RWC,2025-08-29 00:54:36.823,2025-08-29 00:54:36.698,2069-12-25 12:46:20,66.70374650913044,-4.650154113171518,180.0,50.0,attack_rwc,Firesat_Attack_RWC_1_180.0_50,baseline
84,2025,1,0,12,46,39,-0.0821663,1.16398,899959,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.635649,-0.521116,-0.560523,0.101001,0.832456,-0.000670126,0.00101297,-0.55409,7251670.0,-76582.2,-614969.0,-631.054,-1032.12,-7300.74,0.000497356,0.00199052,-0.000839128,0.00408481,0.00495284,0.00295528,0.00706753,84,84,84,-15.2425,-10.9465,-11.0443,-0.00080372,-0.00511691,0.00164419,0.000817091,0.00511554,-0.00166037,0,0,0,0,0,0,-0.00177227,-0.00254566,0.000366933,7251660.0,-76596.7,-614959.0,-630.138,-1031.88,-7300.89,7251670.0,-76582.3,-614969.0,-631.054,-1032.12,-7300.74,7277790.0,4.44866e-05,98.0378,-179.919,-13.7059,-161.399,8,1,1419770799,305199,2347,522365,0.804778,0.195222,358.753,1.0,0.0,0.0,0.0,0.0,0.0,0.00408481,0.00495284,0.00295528,0.00706753,1.0,0.0,84.0,0.00678072,0.842196,0.484806,0.0945605,0.216165,1.32616e-05,-1.12328e-05,-1.38768e-05,1.32616e-05,1.12328e-05,1.38768e-05,84.0,-0.991141,-0.809386,-0.000971354,-0.587276,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,84.0,0.00205172,1_180.0_50,Firesat_Attack_RWC,2025-08-29 00:54:36.823,2025-08-29 00:54:36.698,2069-12-25 12:46:21,66.69114143763757,-4.707782208205776,180.0,50.0,attack_rwc,Firesat_Attack_RWC_1_180.0_50,baseline
85,2025,1,0,12,46,40,-0.0831737,1.16376,899961,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.638185,-0.520712,-0.557801,0.102158,0.832476,-0.000670089,0.001013,-0.55406,7251040.0,-77638.9,-622270.0,-638.388,-1031.98,-7300.52,0.00141128,0.00210088,-0.000479653,0.00411716,0.0049377,0.00300834,0.00709803,85,85,85,-15.3636,-10.9123,-11.2429,-0.00315097,-0.00483245,0.000570297,0.00316462,0.00483104,-0.00058666,0,0,0,0,0,0,-0.00180085,-0.00258109,0.000375298,7251030.0,-77624.6,-622265.0,-637.624,-1031.77,-7300.28,7251040.0,-77638.9,-622270.0,-638.388,-1031.98,-7300.52,7277850.0,3.59935e-05,98.0376,-179.919,-14.017,-161.03,8,1,1419770800,305200,2347,522395,0.804824,0.195176,357.487,1.0,0.0,0.0,0.0,0.0,0.0,0.00411716,0.0049377,0.00300834,0.00709803,1.0,0.0,85.0,0.00783408,0.842713,0.485138,0.090876,0.214985,1.33028e-05,-1.12896e-05,-1.38107e-05,1.33028e-05,1.12896e-05,1.38107e-05,85.0,-0.991145,-0.806433,-0.00122043,-0.591324,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,85.0,0.00253089,1_180.0_50,Firesat_Attack_RWC,2025-08-29 00:54:36.823,2025-08-29 00:54:36.698,2069-12-25 12:46:22,66.67853636614468,-4.765501976487255,180.0,50.0,attack_rwc,Firesat_Attack_RWC_1_180.0_50,baseline
86,2025,1,0,12,46,41,-0.0841806,1.16355,899964,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.640334,-0.52054,-0.555311,0.10315,0.832496,-0.000670052,0.00101302,-0.554029,7250400.0,-78660.6,-629559.0,-645.679,-1031.72,-7299.36,0.00138002,0.00170012,-0.000267629,0.00412266,0.00492663,0.00304964,0.00711114,86,86,86,-15.3852,-10.8871,-11.3979,-0.00283787,-0.00414552,0.000197244,0.00285179,0.00414409,-0.000213761,0,0,0,0,0,0,-0.00183004,-0.00261672,0.000383749,7250390.0,-78662.3,-629566.0,-645.101,-1031.73,-7299.65,7250400.0,-78660.6,-629559.0,-645.679,-1031.72,-7299.36,7277880.0,3.12567e-05,98.0379,-179.919,-11.276,-163.712,8,1,1419770801,305201,2347,522425,0.80487,0.19513,356.214,1.0,0.0,0.0,0.0,0.0,0.0,0.00412266,0.00492663,0.00304964,0.00711114,1.0,0.0,86.0,0.00687941,0.843044,0.485566,0.0876037,0.214074,1.3343e-05,-1.13472e-05,-1.37442e-05,1.3343e-05,1.13472e-05,1.37442e-05,86.0,-0.99114,-0.803764,-0.00103534,-0.594948,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,86.0,0.00218972,1_180.0_50,Firesat_Attack_RWC,2025-08-29 00:54:36.823,2025-08-29 00:54:36.698,2069-12-25 12:46:23,66.66650425244694,-4.823193096878978,180.0,50.0,attack_rwc,Firesat_Attack_RWC_1_180.0_50,baseline
87,2025,1,0,12,46,42,-0.0851867,1.16333,899968,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.642458,-0.520401,-0.552831,0.103965,0.832516,-0.000670015,0.00101305,-0.553999,7249760.0,-79667.9,-636854.0,-653.279,-1031.59,-7298.89,0.00106282,0.00146591,-0.00029835,0.00413182,0.00492907,0.0030869,0.00713418,87,87,87,-15.4203,-10.8919,-11.538,-0.00190369,-0.00401047,0.000497114,0.00191791,0.00400901,-0.000513815,0,0,0,0,0,0,-0.00185936,-0.002652,0.000392214,7249750.0,-79689.9,-636861.0,-652.562,-1031.62,-7298.96,7249760.0,-79667.8,-636854.0,-653.279,-1031.59,-7298.89,7277820.0,3.90954e-05,98.0377,-179.919,-2.38879,-172.541,8,1,1419770802,305202,2347,522454,0.804915,0.195085,354.935,1.0,0.0,0.0,0.0,0.0,0.0,0.00413182,0.00492907,0.0030869,0.00713418,1.0,0.0,87.0,0.00673704,0.843362,0.485919,0.0843536,0.213327,1.33825e-05,-1.14055e-05,-1.36773e-05,1.33825e-05,1.14055e-05,1.36773e-05,87.0,-0.991143,-0.800986,-0.000874774,-0.598682,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,87.0,0.00181066,1_180.0_50,Firesat_Attack_RWC,2025-08-29 00:54:36.823,2025-08-29 00:54:36.698,2069-12-25 12:46:24,66.65389918095406,-4.8808383806470905,180.0,50.0,attack_rwc,Firesat_Attack_RWC_1_180.0_50,baseline
88,2025,1,0,12,46,43,-0.0861928,1.16312,899969,-7.26162,72.3777,10.0,0.0,0.0,0.0,0.644616,-0.520356,-0.550181,0.104885,0.832537,-0.000669979,0.00101307,-0.553969,7249080.0,-80708.1,-644144.0,-660.762,-1031.53,-7298.01,0.000793263,0.00140415,3.61233e-05,0.00415194,0.00493473,0.00312793,0.00716758,88,88,88,-15.496,-10.9039,-11.6922,-0.0017371,-0.00380899,-0.000333841,0.00175163,0.00380748,0.000316935,0,0,0,0,0,0,-0.00188925,-0.00268715,0.000400473,7249090.0,-80711.5,-644155.0,-660.048,-1031.47,-7298.27,7249080.0,-80708.1,-644144.0,-660.762,-1031.53,-7298.01,7277740.0,5.04568e-05,98.0372,-179.919,-0.883307,-173.989,8,1,1419770803,305203,2347,522484,0.804961,0.195039,353.646,1.0,0.0,0.0,0.0,0.0,0.0,0.00415194,0.00493473,0.00312793,0.00716758,1.0,0.0,88.0,0.00707918,0.84361,0.48641,0.0809451,0.212547,1.34214e-05,-1.14645e-05,-1.36099e-05,1.34214e-05,1.14645e-05,1.36099e-05,88.0,-0.991151,-0.798091,-0.00044868,-0.602536,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,88.0,0.00161273,1_180.0_50,Firesat_Attack_RWC,2025-08-29 00:54:36.823,2025-08-29 00:54:36.698,2069-12-25 12:46:25,66.64186706725631,-4.938483664415202,180.0,50.0,attack_rwc,Firesat_Attack_RWC_1_180.0_50,baseline
